label,t,r,points,kTeams,scoringDiscAbs,minScoringDiscAbs,discSource,isSolvable,baselineUnlocked,baselineDiscAbs
24T2505,2505,8,0.0,40,216506144186801171040530837236633729444593270784,122847916850244415418494049980416,exact_nfdisc,True,,
24T2505,2505,12,0.0,53,35668343441717669004721000000000000,45512443876930721240224577039361,mixed_disc,True,,
24T2505,2505,16,0.0,43,1123961413348741043744278156264191528937860366336,5483282787551464755073908736000000,exact_nfdisc,True,,
24T2505,2505,24,0.0,42,3878221733262187543433429244706816000000,272952139466249848618089747068835856384,exact_nfdisc,True,,
24T2506,2506,0,0.0,45,556418757848919027727840386204904470872064,34600017304531957762316709009,exact_nfdisc,True,,
24T2507,2507,0,0.0,22,220142073774104173049270498238494609760294273024,45056169955338573611102535061504,exact_nfdisc,True,,
24T2514,2514,0,0.0,47,20761657071800866491750708089860339003562131456,63990935712336613969356040175616,exact_nfdisc,True,,
24T2514,2514,24,0.0,30,85039747366096349150210900336067948558590490443776,1179062974673659572484034884734976000000000000,exact_nfdisc,True,,
24T2515,2515,0,3e-06,19,16148340488310346801895877601438309080783431741395173376,3199240722696588378313172631917953024,exact_nfdisc,True,,
24T2515,2515,24,0.000851,11,66143602640119180500565514655491313994888936412754630148096,1883817322921640074470217721838262566217171951681536,exact_nfdisc,True,,
24T2516,2516,0,3e-06,19,4729769028865153061236587039366320226304,588266220247811586890137600000000,exact_nfdisc,True,,
24T2517,2517,0,0.0,43,3753040292692047658192094456946098176,106343768667325162168212890625,exact_nfdisc,True,,
24T2517,2517,4,0.0,36,33124464661149325137873220015705634635776,221897533779914029976078103085056,exact_nfdisc,True,,
24T2521,2521,0,1e-06,21,983836994487464141309108409321677960249344,253257336599139713287353515625,exact_nfdisc,True,,
24T2522,2522,0,0.0,50,295610564304072066327286689960395014144,6540567148115166773993765625,exact_nfdisc,True,,
24T2523,2523,12,2e-06,20,198925162446147736076718083763554289927061504,8643653596832853531833141032673780760576,exact_nfdisc,True,,
24T2524,2524,0,0.0,46,290521810361281800360586566691716801232896,109455437377247490265239261282304,exact_nfdisc,True,,
24T2525,2525,0,0.0,46,1973677854814025323438877418962550784,14064042621975316908124143616,exact_nfdisc,True,,
24T2525,2525,4,0.0,42,297533530103994564806085567196916875264,1052455900616042874328369140625,exact_nfdisc,True,,
24T2525,2525,8,0.0,33,6205664835908517822308220384762067419136,1383138928632148722037819292572975104,exact_nfdisc,True,,
24T2525,2525,16,0.0,38,412863838101101766246400000000000000000000,5543920329676957470767525474074624,exact_nfdisc,True,,
24T2525,2525,24,0.0,38,129346951893091963596890270529129728180224,103130306544246360247974006784000000000000,exact_nfdisc,True,,
24T2526,2526,0,0.0,46,4648348965780508805769385067067468819726336,304386191741994554150998769664,exact_nfdisc,True,,
24T2526,2526,12,0.0,36,53493328260206064102687022958355738977775459336454144,585847969433696754919733677948649078784,exact_nfdisc,True,,
24T2528,2528,0,0.0,50,22042582758157999811854336000000,177212250137515441652083449,exact_nfdisc,True,,
24T2528,2528,8,0.0,45,259175238202575075331717772345344000000,288427247723102094879150390625,exact_nfdisc,True,,
24T2528,2528,16,0.0,31,259175238202575075331717772345344000000,2952495822330200721699807404541015625,exact_nfdisc,True,,
24T2528,2528,24,0.0,35,259175238202575075331717772345344000000,239152161608746258457684399767822265625,exact_nfdisc,True,,
24T2529,2529,0,3e-06,19,698635462861770729883541674517818507264,180143985094819840000000000000000,exact_nfdisc,True,,
24T2529,2529,8,0.003906,9,11178167405788331678136666792285096116224,11178167405788331678136666792285096116224,exact_nfdisc,True,,
24T2529,2529,16,0.001953,10,698635462861770729883541674517818507264,698635462861770729883541674517818507264,exact_nfdisc,True,,
24T2529,2529,24,1.5e-05,17,11178167405788331678136666792285096116224,11178167405788331678136666792285096116224,exact_nfdisc,True,,
24T2530,2530,0,0.0,44,11442491103595888748694553747423408384,771663762079970228698650201,exact_nfdisc,True,,
24T2530,2530,24,0.0,34,749895096965260165034446274391140491853824,749895096965260165034446274391140491853824,exact_nfdisc,True,,
24T2533,2533,0,0.0,46,90286418977415167229355360256000000000000,62485914520710846037347597369,exact_nfdisc,True,,
24T2533,2533,24,0.0,38,3798453845387061546006042615413279184388096,2787312787040093386896813828315347666015625,exact_nfdisc,True,,
24T2535,2535,8,0.001572,10,6497926022611192296869085184000000000000000000,7568030577029284671851352691650390625,exact_nfdisc,True,,
24T2537,2537,0,0.0,45,15012161170768190632768377827784392704,39735004961344957447621574656,exact_nfdisc,True,,
24T2537,2537,4,0.0,38,1780922950086979688848026438379645130130111594496,6752037370304563380023474956271616,exact_nfdisc,True,,
24T2538,2538,0,0.0,27,1443629084019387010334074139564641878016,3334218983679060216802978515625,exact_nfdisc,True,,
24T2538,2538,24,4e-06,19,19844983355491586852602998153995907575578624,103670095281030030132687108938137600000000,exact_nfdisc,True,,
24T2539,2539,0,0.0,50,1443629084019387010334074139564641878016,3682657534008623104000000000000,exact_nfdisc,True,,
24T2539,2539,16,0.0,39,539001586686567823622021783489692906289392209610407936,5412062062834738423398400000000000000,exact_nfdisc,True,,
24T2539,2539,24,0.0,36,19844983355491586852602998153995907575578624,727053840672897796310894116864000000000000,exact_nfdisc,True,,
24T2540,2540,0,0.0,28,132743049380605639042811776667801098387456,77427902380308974981701697536,exact_nfdisc,True,,
24T2540,2540,8,0.0,26,9069079023856948885590695897093292767051776,101996991044823362897350928367616,exact_nfdisc,True,,
24T2542,2542,0,0.0,29,5561352177653794033551123869344580998539778195456,3067290629609891893174337536,exact_nfdisc,True,,
24T2543,2543,0,5e-06,18,37146947681718062635379490394494127173844074496,878517141689045876800692944896,exact_nfdisc,True,,
24T2544,2544,0,0.0,23,46074114085606994371911694203308549002017768078118724519828914176,1269340773785393163867905239023616,exact_nfdisc,True,,
24T2544,2544,24,0.000748,11,46074114085606994371911694203308549002017768078118724519828914176,32456279099585327437220255086937092621878295527424,exact_nfdisc,True,,
24T2545,2545,0,0.0,34,102667631799666503386211305478160384,21803010451737921924170640625,exact_nfdisc,True,,
24T2546,2546,0,0.0,39,3654231366389786635410508804521984,327288732635377776715628544,exact_nfdisc,True,,
24T2546,2546,8,0.0,24,36350250192897918150554090853105664000000000000,19276185420687909844487960015625,exact_nfdisc,True,,
24T2546,2546,16,1e-06,21,546541288006062103694739615069782214777657614085302255616,100024119383876074658510612871956660224,exact_nfdisc,True,,
24T2546,2546,24,0.0,26,126266639291020545125219416788419397366293802245398724960321536,647352595403828226809904367016131231744,exact_nfdisc,True,,
24T2547,2547,0,0.0,27,6570728435178656216717523550602264576,22920553413422009327571890625,exact_nfdisc,True,,
24T2547,2547,4,0.0,26,4016269292120667171160548431449812407156736,244124822472833613105712890625,exact_nfdisc,True,,
24T2547,2547,8,0.012945,7,2614064156003684485637157073416572791105427124818804736,1213242987554634113386277178391319525416566784,exact_nfdisc,True,,
24T2547,2547,16,0.001273,10,170278105221725031054119920055128262548941479738115927597419765938337611776,2505612948929703229216493808655369216000000000000,exact_nfdisc,True,,
24T2547,2547,24,0.000151,13,5110904075153712358695728727931277178085711848990552230866521921719107584,1092630280608980860706794246534554766188478464,exact_nfdisc,True,,
24T2548,2548,0,0.0,40,983316418152172378192573628416,89315369706166498791159496704,exact_nfdisc,True,,
24T2548,2548,4,0.0,38,62932250761739032204324712218624,2306979388420696945216920223744,exact_nfdisc,True,,
24T2548,2548,8,0.0,22,29682363831127888691945888254519430021124194304,3056737000899367901717055076827136,exact_nfdisc,True,,
24T2548,2548,12,0.0,31,413475476980245708346774359738165913190400000000000000,1259908578258629547524343349732194969,exact_nfdisc,True,,
24T2550,2550,0,0.0,38,5778330814554570702678743056384,102457612151139102545166015625,exact_nfdisc,True,,
24T2551,2551,4,0.0,29,54745621700395520831001754224280484184064,1108272926465794267247577923584,exact_nfdisc,True,,
24T2552,2552,0,0.0,34,383808888404050968576000000000000,833944720061971730528555625,exact_nfdisc,True,,
24T2552,2552,8,2e-06,20,1279830676464182311718787419088093184000000,2299542932578192428067682122727424,exact_nfdisc,True,,
24T2552,2552,16,0.0,24,592174444588609640823946646545166761984000000,795553622378283459653534474529931264,exact_nfdisc,True,,
24T2552,2552,24,4e-06,19,456712437143009791767524477809460224000000,11281992421409663794239400236579284844544,exact_nfdisc,True,,
24T2553,2553,0,0.0,43,5778330814554570702678743056384,103723961526824180088711609,exact_nfdisc,True,,
24T2553,2553,24,0.0,32,29636052506657612477801705326275198976,29636052506657612477801705326275198976,exact_nfdisc,True,,
24T2554,2554,0,0.0,28,15352355536162038743040000000000,1149235729537197337533680625,exact_nfdisc,True,,
24T2554,2554,8,4.5e-05,15,23683908558693502812160000000000000000000000,179937463863328006166545166015625,exact_nfdisc,True,,
24T2554,2554,16,1e-06,21,6758747769683729465211224508596224000000000000,1419243604397301112516486521363103744,exact_nfdisc,True,,
24T2554,2554,24,0.00011,14,4949874568510074570093509089611622088823537664,227078976703568178002637843418096599040000,exact_nfdisc,True,,
24T2555,2555,0,0.0,37,16587215244964804821229937430102016,9853623868248863801344000000,exact_nfdisc,True,,
24T2555,2555,12,0.0,33,1749107371769775301142499385409536,1749107371769775301142499385409536,exact_nfdisc,True,,
24T2555,2555,16,4.4e-05,15,48196196706592379047412396647206434635776000000000000,205780733181342294404113910194046500864,exact_nfdisc,True,,
24T2557,2557,0,0.0,30,66348860979859219284919749720408064,62485914520710846037347597369,exact_nfdisc,True,,
24T2557,2557,24,2e-06,20,15558466950705404092440750552732791539253641216,2173492178489626554384137630783878792740864,exact_nfdisc,True,,
24T2559,2559,8,0.0,25,642269257946026152814141188685541933056,799728095327665132329080980866561,exact_nfdisc,True,,
24T2559,2559,16,0.0,27,642269257946026152814141188685541933056,314834275499136027740677729643659264,exact_nfdisc,True,,
24T2561,2561,24,1e-06,20,6455730926495225281024710858498639163672018392036733999906816,60981539722534418259670314615976675508224,exact_nfdisc,True,,
24T2562,2562,0,1.2e-05,17,2630734880546923121926722308855979757797376,216865974445726269845570423095296,exact_nfdisc,True,,
24T2562,2562,8,1.2e-05,17,45921254453232987561069815534299759062810624,1862924707095479454086850471264256,exact_nfdisc,True,,
24T2563,2563,8,0.0,25,3601086206173065314665112409963934919662845389015351296,1092012261166075724917609370484736,exact_nfdisc,True,,
24T2564,2564,0,1e-06,21,327681794069332579805486349022541975126016,3199240722696588378313172631917953024,exact_nfdisc,True,,
24T2564,2564,4,0.0,27,225829473116416381904965430701241401344,906779942146817689495791468544,exact_nfdisc,True,,
24T2564,2564,8,1e-06,21,327681794069332579805486349022541975126016,3199240722696588378313172631917953024,exact_nfdisc,True,,
24T2564,2564,16,1e-06,21,327681794069332579805486349022541975126016,204751406252581656212043048442748993536,exact_nfdisc,True,,
24T2564,2564,24,2.9e-05,16,533065460774344255659125070671004117535555584,3581114892320543953502146169954207568756736,exact_nfdisc,True,,
24T2565,2565,4,0.000192,13,1832034869536806267780355772476029734486016,1862924707095479454086850471264256,exact_nfdisc,True,,
24T2566,2566,4,0.000103,14,1832034869536806267780355772476029734486016,314834275499136027740677729643659264,exact_nfdisc,True,,
24T2567,2567,0,0.0,22,3343388584950896225811883968597852160000000000,1862924707095479454086850471264256,exact_nfdisc,True,,
24T2568,2568,0,0.0,36,86824095777168928068037458939346944,11512381729299014506592075776,mixed_disc,True,,
24T2568,2568,4,0.0,24,87120476987671674660198885274792043679744,191426829318614519517038566277619236601,mixed_disc,True,,
24T2568,2568,8,0.0,26,720003942046873344299164341113983832064,21269647702068279946337618475291026289,exact_nfdisc,True,,
24T2568,2568,12,0.0,27,836899113302041990285234723643475836049,240645848794475002037489253658457975121,exact_nfdisc,True,,
24T2568,2568,16,0.0,27,720003942046873344299164341113983832064,21269647702068279946337618475291026289,exact_nfdisc,True,,
24T2568,2568,20,0.0,27,720003942046873344299164341113983832064,191426829318614519517038566277619236601,exact_nfdisc,True,,
24T2568,2568,24,0.0,28,9680052998630186073355431697199115964416,9680052998630186073355431697199115964416,mixed_disc,True,,
24T2569,2569,0,1.2e-05,17,2949136146623993218249377141202877776134144,17098649711734090753550062320615424,exact_nfdisc,True,,
24T2569,2569,8,2.8e-05,16,2949136146623993218249377141202877776134144,204751406252581656212043048442748993536,exact_nfdisc,True,,
24T2569,2569,16,1.4e-05,17,2949136146623993218249377141202877776134144,3276022500041306499392688775083983896576,exact_nfdisc,True,,
24T2569,2569,24,0.000237,13,4797589146969098300932125636039037057820000256,229191353108514813024137354877069284400431104,exact_nfdisc,True,,
24T2570,2570,0,5.4e-05,15,80300811347239801041687442656084361216,4919285554674000433448089525682176,exact_nfdisc,True,,
24T2570,2570,8,2.7e-05,16,80300811347239801041687442656084361216,4919285554674000433448089525682176,exact_nfdisc,True,,
24T2571,2571,0,7e-06,18,1338228538741275579094489242130043633664,4919285554674000433448089525682176,exact_nfdisc,True,,
24T2572,2572,0,0.0,28,2630734880546923121926722308855979757797376,331560574089991338386062986706944,exact_nfdisc,True,,
24T2572,2572,8,0.0,24,2630734880546923121926722308855979757797376,4919285554674000433448089525682176,exact_nfdisc,True,,
24T2573,2573,0,0.0,26,1832034869536806267780355772476029734486016,4919285554674000433448089525682176,exact_nfdisc,True,,
24T2574,2574,4,0.0,32,3601086206173065314665112409963934919662845389015351296,22285964513593382141175701438464,exact_nfdisc,True,,
24T2575,2575,4,6e-06,18,494584110199836719794657391804416000000000000,51187851563145414053010762110687248384,exact_nfdisc,True,,
24T2576,2576,0,0.0,29,225067887885816582166569525622745932478927836813459456,266604555948748956278713225216,exact_nfdisc,True,,
24T2578,2578,16,0.002128,9,43267689304016184876580668696946154578067224105030758841991935140563754531589980160000000000,82761700022779860364794327022135934939541131265625,exact_nfdisc,True,,
24T2579,2579,8,0.0,37,1524279073795397175165093207326899558053225601322461010329600000000,750401295659952490815122571264,exact_nfdisc,True,,
24T2584,2584,8,0.0,28,4737695379530810216344817296878451241640728682418929664,2187884012550241989512647937186641,exact_nfdisc,True,,
24T2587,2587,0,0.0,26,132743049380605639042811776667801098387456,47914651305571908634443513856,exact_nfdisc,True,,
24T2587,2587,8,0.0,24,132743049380605639042811776667801098387456,494506394045820977698310377701376,exact_nfdisc,True,,
24T2588,2588,24,1e-06,21,13804593497808017655680278592257825802551296,13804593497808017655680278592257825802551296,exact_nfdisc,True,,
24T2589,2589,0,8.8e-05,14,27134366458523055248633667198315651697475584,21088764121695334913942732406784,exact_nfdisc,True,,
24T2589,2589,8,1.2e-05,17,27134366458523055248633667198315651697475584,1703392319271388393470449466474496,exact_nfdisc,True,,
24T2590,2590,8,0.0,27,9069079023856948885590695897093292767051776,30906649627863811106144398606336,exact_nfdisc,True,,
24T2590,2590,16,0.0,26,9069079023856948885590695897093292767051776,8648947738511036763754554650395672576,exact_nfdisc,True,,
24T2595,2595,0,0.0,48,93703341895520256000000000000,84144733692066074955753225,exact_nfdisc,True,,
24T2595,2595,4,0.0,27,7771777977679620892140280190984356102144,596430979135513600000000000000000000,exact_nfdisc,True,,
24T2595,2595,8,0.0,23,194294449441990522303507004774608902553600,33468661241969621745177223908818944,mixed_disc,True,,
24T2595,2595,12,0.0,29,17619176873876256250000000000000000,17619176873876256250000000000000000,exact_nfdisc,True,,
24T2595,2595,16,0.0,28,31218007414839102207979749376000000000000,88580202190583514741136000000000000,exact_nfdisc,True,,
24T2595,2595,20,0.0,37,110443607719611533356957696000000000000,1228612550574587256382647641690865664,exact_nfdisc,True,,
24T2595,2595,24,0.0,28,203416364020041726361600000000000000000000,466037566839300078756250000000000000000,mixed_disc,True,,
24T2596,2596,8,0.00152,10,4002580546419201975255040000000000000000000000,313476917640228329945729078503931904,exact_nfdisc,True,,
24T2597,2597,0,0.0,34,59558386366493340783705041241542656000000000000,5944787586283837849600000000,exact_nfdisc,True,,
24T2597,2597,8,0.0,30,350527161364474925586904514560000000000000000,10150265042235592245971528765625,exact_nfdisc,True,,
24T2597,2597,12,0.0,32,1934645639444488639784342403545166015625,5345972853145600000000000000000000,exact_nfdisc,True,,
24T2597,2597,16,0.0,27,1123155983741252927257737740639927271424,33428875099608891066256000000000000,exact_nfdisc,True,,
24T2597,2597,24,0.0,29,2455503154822717655422259860879527299252224,17219036260946864452527371071136922075136,exact_nfdisc,True,,
24T2598,2598,12,1e-06,21,71191655419469646977183772403215373493600256,4243353332249501167367921614838562816,exact_nfdisc,True,,
24T2599,2599,0,0.0,29,1211185744203367763168760846177598508445466624,253070298734960704218720108544,exact_nfdisc,True,,
24T2599,2599,8,0.0,25,1309476479588851863103859969695617579483136,399487099562283237376000000000000,exact_nfdisc,True,,
24T2599,2599,24,5.8e-05,15,1211185744203367763168760846177598508445466624,6052474369512934898587399355104844195037184,exact_nfdisc,True,,
24T2600,2600,0,1e-05,17,5761061127342864259092867513817007672225846788096,237376313799769806328950291431424,exact_nfdisc,True,,
24T2600,2600,8,0.000343,12,3700267566439473629536226451827058027017845866496,14660313643328311164812868972445696,exact_nfdisc,True,,
24T2600,2600,24,0.001877,10,23044244509371457036371470055268030688903387152384,268476239393655684284083916841257484977065426944,exact_nfdisc,True,,
24T2601,2601,0,0.0,23,4828906990884238703320237023172620523039961009618944,147603457400215994614608297984,exact_nfdisc,True,,
24T2601,2601,8,0.0,26,319696406149622036890590812913969135616,178782117233769914701005155467264,exact_nfdisc,True,,
24T2601,2601,12,0.0,23,624856544784034736979823759264031734570697097216,1590803887456582107136000000000000,exact_nfdisc,True,,
24T2601,2601,24,4e-06,19,1601500209972759515775881118339080352956416,17219036260946864452527371071136922075136,exact_nfdisc,True,,
24T2602,2602,12,3e-06,19,19048239520879360399552511992994952260559568896,73902641076018016581821672490098753536,exact_nfdisc,True,,
24T2603,2603,0,0.0,32,4731194313294405324877972055381244173615104,53178385204239177923287842816,exact_nfdisc,True,,
24T2603,2603,24,7e-06,18,1211185744203367763168760846177598508445466624,96839589912206958377398389681677507120594944,exact_nfdisc,True,,
24T2604,2604,0,0.0,23,360066320458929016193304219613562979514115424256,14836019612485612895559393214464,exact_nfdisc,True,,
24T2604,2604,24,0.000114,14,360066320458929016193304219613562979514115424256,196111204816402983406927623697047103708594176,exact_nfdisc,True,,
24T2605,2605,0,0.0,32,437276842942443825285624846352384,9011638236018347442253594624,exact_nfdisc,True,,
24T2605,2605,4,0.0,40,16587215244964804821229937430102016,313291440877039320594179424256,exact_nfdisc,True,,
24T2605,2605,24,5.5e-05,15,62233867802821616369763002210931166157014564864,1025821598076635691683564996387428120920064,exact_nfdisc,True,,
24T2607,2607,0,0.0,43,369813172131492524971439555608576,19580715054814957537136214016,exact_nfdisc,True,,
24T2607,2607,8,0.0,25,30895842609182236797665212994556039935519900041216,5347547177704374474464824368562176,exact_nfdisc,True,,
24T2607,2607,24,3e-06,19,81285051824093539748261880438767237429570043904,537823924429348776316915508590035194609664,exact_nfdisc,True,,
24T2616,2616,12,0.00011,14,3079408341493679006335993603578589609984,496311197006637336798460883145124096,exact_nfdisc,True,,
24T2617,2617,12,0.00342,9,968264523632540477320239140760423088246489088,2438376910893609235690838318891994683648,exact_nfdisc,True,,
24T2618,2618,24,3e-06,19,21129761344247424331376062250847319695400535109723488256,1150310281157647615388475764782852562500000000,exact_nfdisc,True,,
24T2638,2638,0,0.0,44,215973682937680636964791130259456,4759148191011243996957904809,exact_nfdisc,True,,
24T2638,2638,12,0.0,27,186219148336003340868774655639743804931640625,39385282532955562840722900390625,exact_nfdisc,True,,
24T2645,2645,2,0.015183,7,362906559992367024835248285188899410542592,24221089071756185403890624991092621180928,exact_nfdisc,True,,
24T2646,2646,0,0.0,56,19408409961765342806016000000000000,8005458433245069456000000000000,exact_nfdisc,True,,
24T2646,2646,24,0.0,31,4159511046759793245448730303577194496000000000000,22247090089102998863393298869293056000000000000,exact_nfdisc,True,,
24T2647,2647,0,0.000438,12,248907105618907424441185380787996852224,28004489126537233156359007078711296,exact_nfdisc,True,,
24T2647,2647,4,0.000242,13,80478109375221512437492892779413504,34228108303581780364597657600000000,exact_nfdisc,True,,
24T2648,2648,24,0.000228,13,19611348094624889367338453570250000000000000000,20719217219485900237591284205478668212890625,exact_nfdisc,True,,
24T2663,2663,0,0.0,46,17768999131104522347377377886806736896,19187944340472022478965087890625,exact_nfdisc,True,,
24T2665,2665,0,0.0,45,5422341271190681259337094004736000000000000000000,29848597377282615416254076289024,exact_nfdisc,False,,
24T2665,2665,12,0.0,31,84724082362354394677142093824000000000000000000,1971573595877143852832046893659911937327104,exact_nfdisc,False,,
24T2672,2672,0,5e-06,18,9723909736951943223613160957605850851628285952,1968744054601325802856372973568,exact_nfdisc,True,,
24T2672,2672,6,5.1e-05,15,456607331750185162641489526559252951334912,33806750380841564612469967225356288,exact_nfdisc,True,,
24T2672,2672,12,0.000931,11,607744358559496451475822559850365678226767872,5022680649252036789056384792151782464684032,exact_nfdisc,True,,
24T2672,2672,18,0.001875,10,456607331750185162641489526559252951334912,9809923143070384353625751547171450126336,exact_nfdisc,True,,
24T2672,2672,24,0.000233,13,9723909736951943223613160957605850851628285952,80362890388032588624902156674428519434944512,exact_nfdisc,True,,
24T2673,2673,6,1e-06,21,30872576713143030400454656000000000000,16260288038144207000732421875,exact_nfdisc,True,,
24T2673,2673,12,1e-06,21,1137880217012542891085771600866455078125,8612320809889168643951416015625,exact_nfdisc,True,,
24T2673,2673,18,1.4e-05,17,138800163262741480100189544677734375,1110401306101931840801516357421875,exact_nfdisc,True,,
24T2673,2673,24,4.9e-05,15,631497736630354191134555449327616000000000000,1895907322175978265083958657470703125,exact_nfdisc,True,,
24T2674,2674,0,5e-06,18,158677281794032743240138137261967474025870393344,4329313935681967357952000000000,exact_nfdisc,True,,
24T2674,2674,6,0.000447,12,13041611062220164645363535568502299172012032,3183987075737344884121956925903881633792,exact_nfdisc,True,,
24T2674,2674,12,0.001726,10,158677281794032743240138137261967474025870393344,503074261327571927709352598619412242628608,exact_nfdisc,True,,
24T2674,2674,18,0.000895,11,13041611062220164645363535568502299172012032,3183987075737344884121956925903881633792,exact_nfdisc,True,,
24T2674,2674,24,0.001827,10,158677281794032743240138137261967474025870393344,145481879280574255114062157362197474580627456,exact_nfdisc,True,,
24T2675,2675,0,0.0,30,9205687644687323195669577990144000000000000,1735112011004307245706900406272,exact_nfdisc,True,,
24T2675,2675,2,0.0,30,79496847203390844133441536000000000000,21515183424773554176000000000000,exact_nfdisc,True,,
24T2675,2675,6,0.0,30,6439244623474658374808764416000000000000,97066292015454768385228800000000,exact_nfdisc,True,,
24T2675,2675,12,0.000838,11,4114539153967665429232710564974690304000000000000,548518882358615895353176621056000000000000,exact_nfdisc,True,,
24T2675,2675,18,5.7e-05,15,624640801291785813743676405000000000000000000,390400500807366133589797753125000000000000,exact_nfdisc,True,,
24T2675,2675,24,5.5e-05,15,58148702332464228756859307675621523456000000000000,1644906040647909211372902011633664000000000000,exact_nfdisc,True,,
24T2676,2676,0,0.0,26,18314237261688983002187244626948096000000000000,2161611355605655559405079652749,exact_nfdisc,True,,
24T2676,2676,4,0.0,31,245238526851531377214392578034812789456896,16958790788782751744000000000000,exact_nfdisc,True,,
24T2676,2676,6,0.00011,14,13759757521930114952807847202816000000000000,1091613606315194547306731023010498046875,exact_nfdisc,True,,
24T2676,2676,12,0.00078,11,94378176842918658461309023964114944000000000000,33625963830896300856180294472900390625,exact_nfdisc,True,,
24T2676,2676,18,2.9e-05,16,13759757521930114952807847202816000000000000,44756157858922976439575971943430419921875,exact_nfdisc,True,,
24T2676,2676,24,1.3e-05,17,1474659013170604038457953499439296000000000000000000,167585627217733249319842882926162975830078125,exact_nfdisc,True,,
24T2677,2677,0,0.0,22,146198396962159263471188043222994885824000000000000000000,17561404915645250000000000000000,exact_nfdisc,True,,
24T2677,2677,6,2.3e-05,16,4247784865099495520415318500828166961669921875,6763986453078976000000000000000000,exact_nfdisc,True,,
24T2677,2677,12,0.000414,12,355558728799664105820291432000000000000000000000,21192951726893431295173849582672119140625,exact_nfdisc,True,,
24T2677,2677,24,4.8e-05,15,146198396962159263471188043222994885824000000000000000000,119522991887650682933819308531574249267578125,exact_nfdisc,True,,
24T2678,2678,0,8.9e-05,14,76455021178169132329564285547027772601270272,117266940739707704909839179186176,exact_nfdisc,True,,
24T2679,2679,6,0.0,23,2544206319299825454376670906912989129998336,811015378552634404484907412750336,exact_nfdisc,True,,
24T2679,2679,12,0.000423,12,3801517657848192402928517184000000000000000000,2980157291107187856996675530830267809792,exact_nfdisc,True,,
24T2679,2679,18,2.9e-05,16,2544206319299825454376670906912989129998336,72283220728169536696753886211247309848576,exact_nfdisc,True,,
24T2680,2680,0,0.0,32,354798875848278229909504000000000000,120316105733493871489951917,exact_nfdisc,True,,
24T2680,2680,6,2e-06,20,6741178641117286368280576000000000000,3357197463473360896000000000000,exact_nfdisc,True,,
24T2680,2680,12,7e-06,18,354798875848278229909504000000000000,104073121367674187776000000000000,exact_nfdisc,True,,
24T2680,2680,18,4e-06,19,6741178641117286368280576000000000000,26642719070124592070656000000000000,exact_nfdisc,True,,
24T2681,2681,6,0.0,32,309311354421685808333800923891793145221504565248,47070336344914289290502302192913067,exact_nfdisc,True,,
24T2681,2681,12,0.0,25,899160914016528512598258499685445189597396992000,53594166875870735204116016607609104490125,exact_nfdisc,True,,
24T2681,2681,18,0.0,29,309311354421685808333800923891793145221504565248,18436393405299532910215909713017531944603,exact_nfdisc,True,,
24T2682,2682,18,0.000207,13,1471279137884573000045624126781116263374300806905856,20846999217805941880661261608358611322404864,exact_nfdisc,True,,
24T2682,2682,24,7e-06,18,123463011343645067109404154443203194971851161409159168,2668415899879160560724641485869902249267822592,exact_nfdisc,True,,
24T2683,2683,6,0.0,47,521754598890172274260250223369074507776,18838516072352816687384363008,exact_nfdisc,True,,
24T2683,2683,12,0.0,46,3652282192231205919821751563583521554432,6890520441016025696411108507648,exact_nfdisc,True,,
24T2683,2683,24,0.0,40,839142270377994672473295394889621185180948850802518272705974650149321118223671642176075333632,29129507622032451166574702901915763797,exact_nfdisc,True,,
24T2684,2684,6,0.001163,10,876768305202502470639060385138679021023547911779811065856,8317055588097413103219869730471936,exact_nfdisc,True,,
24T2685,2685,12,0.000488,12,32249321985813858750274223870486103519375000000000000,32249321985813858750274223870486103519375000000000000,exact_nfdisc,True,,
24T2685,2685,18,0.000104,14,42923847563118245996614991971617003784288125000000000000,351765800794347807274590716133079036102294921875,exact_nfdisc,True,,
24T2690,2690,0,0.0,25,57232260484732085576564960395264000000000000000000,3176287381997514013796204544,exact_nfdisc,True,,
24T2690,2690,8,0.000463,12,43368962130211273125679959716963961752518656,216532718198928531524049256802722775040000,exact_nfdisc,True,,
24T2690,2690,16,0.000806,11,125833025857913424599066364417472641602019861200896,216532718198928531524049256802722775040000,exact_nfdisc,True,,
24T2690,2690,24,0.000894,11,4755558251174192838638225062805616388230837436416,362126324286310400688990576547663115773280256,exact_nfdisc,True,,
24T2691,2691,0,0.0,27,203282392447840896882957090816,203282392447840896882957090816,exact_nfdisc,True,,
24T2691,2691,8,9.6e-05,14,55713137368177351156767391744000000000000000000,3868692462960640000000000000000000000,exact_nfdisc,True,,
24T2691,2691,16,2.2e-05,16,6672315108374692158288953344000000000000000000,1769558916623271903760695556640625,exact_nfdisc,True,,
24T2691,2691,24,0.000106,14,55713137368177351156767391744000000000000000000,29688272168914623356124401664000000000000,exact_nfdisc,True,,
24T2692,2692,0,0.029631,6,8995393032059889993104931437695480656475302395904,26158776197496680236201874990380030875402240000,exact_nfdisc,True,,
24T2692,2692,8,0.029401,6,23176084754323865644095396899050439409489936384,41854041915994688377922999984608049400643584,exact_nfdisc,True,,
24T2692,2692,16,0.007499,8,2775613576333521480043517421885693552161193984,41854041915994688377922999984608049400643584,exact_nfdisc,True,,
24T2692,2692,24,0.003198,9,429108355164578631017109989862116409370214400000000000000,23176084754323865644095396899050439409489936384,exact_nfdisc,True,,
